stuID,schID,gender,pre_region,trans_stu,trans_pa,pre_frendship_1a,pre_frendship_2a,pre_frendship_3a,pre_frendship_4a,pre_frendship_5a,pre_frendship_1b,pre_frendship_2b,pre_frendship_3b,pre_frendship_4b,pre_frendship_5b,pre_frendship_6b,post_frendship_1a,post_frendship_2a,post_frendship_3a,post_frendship_4a,post_frendship_5a,post_frendship_1b,post_frendship_2b,post_frendship_3b,post_frendship_4b,post_frendship_5b,post_frendship_6b,satisfac_stu_1,satisfac_stu_2,satisfac_stu_3,satisfac_stu_4,satisfac_stu_5,satisfac_pa_safety_1,satisfac_pa_safety_2,satisfac_pa_safety_3,satisfac_pa_safety_4,satisfac_pa_safety_5,satisfac_pa_safety_6,satisfac_pa_edu_1,satisfac_pa_edu_2,satisfac_pa_edu_3,satisfac_pa_edu_4,satisfac_pa_edu_5,satisfac_pa_edu_6,satisfac_pa_edu_7,satisfac_pa_edu_8,enthu_pa_1,enthu_pa_2,enthu_pa_3,enthu_pa_4,enthu_pa_5,enthu_pa_6,enthu_pa_7,enthu_pa_8,enthu_pa_9,enthu_pa_10,enthu_pa_11,SES,prefer_Hsch,prefer_Hsch_dum_1,prefer_Hsch_dum_2,prefer_Hsch_dum_3,prefer_Hsch_dum_4,prefer_Hsch_dum_5,prefer_Hsch_dum_6,prefer_Hsch_dum_7,prefer_Hsch_dum_8,academic_abil,trans_Y1
3301,1093,1,3,2,2,4,3,5,4,4,3,4,4,4,3,5,4,4,5,4,4,4,4,4,4,5,4,5,5,5,5,5,3,1,3,2,2,4,4,4,3,3,3,4,4,4,4,4,4,4,4,3,2,4,4,4,3,800,6,0,0,0,0,0,1,0,0,226,0
3302,1093,2,3,2,2,5,4,4,5,3,3,3,3,3,3,3,5,3,4,5,3,3,3,4,3,5,4,4,3,3,4,4,3,2,3,3,3,4,3,3,3,3,4,2,3,4,3,3,3,3,3,4,3,5,3,3,4,450,5,0,0,0,0,1,0,0,0,209.6666667,0
3303,1093,1,3,2,2,4,3,3,3,4,3,2,2,4,4,5,4,3,2,3,3,3,3,4,4,4,5,5,5,2,1,5,3,2,4,4,3,4,4,3,3,4,4,3,3,3,4,3,2,5,4,3,4,3,5,4,2,1000,4,0,0,0,1,0,0,0,0,233.3333333,0
3304,1093,2,3,2,2,4,3,4,4,4,3,3,2,3,3,3,4,3,3,4,3,3,3,3,3,3,3,4,3,4,3,3,4,3,2,3,3,2,4,4,4,4,3,3,3,3,4,4,3,5,4,2,3,4,4,4,3,500,3,0,0,1,0,0,0,0,0,229,1
3305,1093,2,3,2,2,5,5,5,5,5,3,4,3,4,4,4,5,5,5,5,5,3,4,4,4,5,5,3,4,4,3,4,4,2,3,3,3,3,4,4,4,4,4,4,4,4,3,1,1,2,3,3,3,3,2,1,2,300,1,1,0,0,0,0,0,0,0,237.3333333,0
3306,1093,1,3,2,2,4,3,4,4,4,3,4,2,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,5,4,4,2,2,4,4,4,4,4,4,5,4,4,3,3,4,4,3,2,4,3,3,2,3,4,4,3,400,1,1,0,0,0,0,0,0,0,207,0
3307,1093,2,3,2,2,5,5,5,5,4,5,5,5,5,5,5,5,4,4,5,4,4,3,2,4,4,5,5,5,5,5,5,3,4,4,3,3,4,3,3,3,3,3,3,3,3,4,4,1,2,4,4,4,4,3,3,1,1000,3,0,0,1,0,0,0,0,0,241.6666667,0
3308,2028,2,3,1,1,4,4,4,4,4,4,5,4,4,4,-1,4,4,3,4,4,4,4,3,4,4,5,5,4,4,4,5,2,2,2,3,3,3,3,3,3,4,4,3,3,4,3,5,3,3,4,4,4,4,4,4,3,400,6,0,0,0,0,0,1,0,0,212.3333333,0
3309,1093,2,3,2,2,5,5,5,5,5,3,5,4,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,1,3,2,3,3,2,2,2,2,2,2,3,3,4,2,4,5,4,3,4,3,3,3,400,6,0,0,0,0,0,1,0,0,230,0
3310,1093,1,3,2,2,5,5,5,5,5,4,4,3,4,4,5,4,5,4,5,5,4,4,3,4,5,5,5,5,3,4,5,4,2,1,4,4,4,4,4,4,4,4,3,4,4,3,3,2,3,3,3,2,3,4,3,2,430,1,1,0,0,0,0,0,0,0,222.6666667,0
3311,1093,1,3,2,2,4,3,4,3,3,3,4,1,3,1,3,4,4,3,3,4,4,4,4,4,4,3,4,3,3,4,4,5,5,5,4,4,4,3,3,4,5,4,4,3,5,3,2,3,3,3,2,4,3,4,4,2,500,4,0,0,0,1,0,0,0,0,197,3
3312,1093,1,3,2,2,3,4,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,2,1,3,3,3,3,4,3,3,3,4,4,3,3,3,3,4,4,4,3,4,3,3,4,3,3,2,3,3,3,4,4,4,3,3,350,1,1,0,0,0,0,0,0,0,172,0
3313,1093,2,3,2,2,4,4,4,4,4,4,4,4,4,3,4,5,5,5,5,5,4,4,3,4,3,3,4,4,4,4,4,4,4,2,2,2,3,4,4,4,3,4,2,4,5,3,3,2,3,3,3,3,4,2,2,2,350,5,0,0,0,0,1,0,0,0,186.3333333,1
3314,1093,1,3,2,2,5,5,5,5,5,4,4,4,4,4,4,5,4,5,5,5,4,4,4,4,4,4,-1,-1,-1,-1,-1,5,1,5,3,5,5,5,5,5,5,5,5,5,5,2,3,3,5,4,4,4,4,4,4,1,300,1,1,0,0,0,0,0,0,0,158.6666667,0
3315,1093,2,3,2,2,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,3,2,2,3,3,3,3,3,3,3,-1,2,3,3,4,4,3,3,3,4,4,4,3,4,4,-1,-1,0,0,0,0,0,0,0,0,200,0
3316,1093,2,3,2,2,5,5,5,5,4,3,5,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,4,3,4,4,4,3,3,2,2,2,2,2,2,2,2,1,2,2,1,3,3,3,3,3,3,4,3,5,4,3,170,2,0,1,0,0,0,0,0,0,165,0
3317,1094,1,3,2,2,5,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,3,4,3,4,4,2,3,4,3,4,2,3,4,4,3,4,4,3,4,4,5,3,3,4,4,2,495,4,0,0,0,1,0,0,0,0,213.3333333,0
3318,1094,1,3,2,2,5,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,4,5,1,4,4,3,2,3,2,2,2,3,3,3,3,3,3,3,3,4,3,3,3,3,4,4,3,3,3,2,700,3,0,0,1,0,0,0,0,0,172.3333333,0
3319,1094,1,3,2,2,3,3,3,4,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,4,4,2,2,1,3,3,3,1,1,2,3,3,3,3,3,3,3,3,3,3,3,1,3,3,2,3,4,2,5,3,1,800,6,0,0,0,0,0,1,0,0,168.3333333,0
3320,1094,2,3,2,2,4,4,4,5,4,5,5,4,4,4,3,4,4,3,4,4,5,4,4,5,5,5,4,4,5,5,5,3,3,4,2,2,3,2,2,2,2,3,2,2,4,3,3,3,4,5,2,4,2,5,5,2,600,4,0,0,0,1,0,0,0,0,244.3333333,1
3321,1094,2,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,3,3,4,2,2,2,2,2,3,4,3,4,3,4,2,4,3,4,4,3,5,5,5,5,5,4,4,4,310,4,0,0,0,1,0,0,0,0,225,0
3322,1094,1,3,2,2,4,3,3,4,3,3,3,2,3,3,3,4,4,4,4,4,4,4,3,3,4,4,2,4,3,2,3,4,4,3,3,3,3,4,4,4,3,3,4,3,4,4,4,2,3,4,4,3,4,4,4,3,1000,1,1,0,0,0,0,0,0,0,159.6666667,2
3323,1094,1,3,2,2,4,4,4,5,4,4,4,4,4,4,4,4,4,4,3,3,4,4,2,4,4,3,5,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4,4,3,3,4,4,4,4,4,3,3,4,3,3,2,800,1,1,0,0,0,0,0,0,0,191.6666667,0
3324,1094,1,3,2,2,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,4,4,5,5,5,4,5,5,5,4,4,4,4,4,4,5,4,5,4,4,3,3,4,3,3,2,4,4,4,3,4,4,4,4,300,3,0,0,1,0,0,0,0,0,254,0
3325,1094,1,3,2,2,5,4,5,5,3,3,4,4,4,4,5,4,4,3,5,3,3,3,2,3,3,4,5,3,3,5,5,4,4,4,4,3,4,4,4,4,3,4,4,3,3,2,3,2,3,3,4,3,4,3,3,2,320,1,1,0,0,0,0,0,0,0,217.3333333,0
3326,1094,1,3,2,2,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,1,3,3,3,4,4,4,3,3,3,3,3,5,5,5,5,5,4,3,5,5,2,1,450,1,1,0,0,0,0,0,0,0,186.6666667,1
3327,1094,2,3,2,2,5,4,5,5,4,4,4,5,5,5,5,5,4,4,5,4,4,4,5,4,5,5,4,4,3,5,5,3,2,3,3,2,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,3,3,4,4,4,-1,1,1,0,0,0,0,0,0,0,218.6666667,0
3328,2181,1,3,1,1,3,3,3,3,3,3,2,1,1,1,2,3,3,2,2,3,3,3,2,3,2,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,3,4,4,4,4,600,-1,0,0,0,0,0,0,0,0,222,2
3329,1094,1,3,2,2,3,3,3,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,4,4,4,4,4,3,3,4,3,4,3,3,3,3,3,4,3,3,3,3,3,500,3,0,0,1,0,0,0,0,0,200,0
3330,1094,1,3,2,2,4,3,3,3,3,3,2,3,3,3,2,5,4,4,4,4,4,4,4,3,3,3,2,2,3,2,3,4,2,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,4,4,4,3,1000,1,1,0,0,0,0,0,0,0,220.6666667,0
3331,1094,1,3,2,2,3,3,3,2,3,3,3,3,4,2,3,3,3,3,3,3,3,3,3,3,3,4,2,2,2,3,3,3,3,4,4,2,3,3,3,3,3,3,3,3,3,2,3,2,2,3,2,3,3,4,3,1,100,2,0,1,0,0,0,0,0,0,195.6666667,2
3332,1094,1,3,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,3,4,4,3,4,4,4,3,4,3,3,4,4,4,4,5,4,3,300,1,1,0,0,0,0,0,0,0,193.3333333,0
3333,1094,2,3,2,2,3,3,3,4,3,3,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,3,2,4,4,2,2,3,3,3,4,3,3,2,2,2,3,4,3,4,2,2,4,4,4,3,3,4,4,3,-1,5,0,0,0,0,1,0,0,0,216.3333333,0
3334,1094,2,3,2,2,5,5,4,4,3,3,3,3,3,3,3,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,4,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,4,3,600,1,1,0,0,0,0,0,0,0,189.6666667,0
3335,1094,1,3,2,2,5,4,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,1,4,3,3,3,4,4,4,3,4,4,3,4,4,5,3,4,5,5,4,5,5,5,5,498,1,1,0,0,0,0,0,0,0,217.3333333,0
3336,1094,1,3,2,2,4,4,4,4,4,3,3,3,3,3,3,4,5,5,5,4,4,4,4,4,4,5,3,3,2,3,3,4,5,5,4,3,3,3,3,4,3,4,3,3,4,4,4,4,4,4,4,2,4,4,4,3,470,1,1,0,0,0,0,0,0,0,213.6666667,0
3337,1094,2,3,2,2,5,5,4,5,4,4,4,3,4,4,4,5,3,4,4,4,4,4,4,4,4,4,4,3,2,3,4,4,4,3,4,4,3,3,3,3,3,3,4,4,3,5,3,2,4,5,5,5,5,5,4,2,600,1,1,0,0,0,0,0,0,0,218.6666667,0
3338,1094,2,3,2,2,5,3,4,5,4,3,3,4,3,3,4,4,3,4,4,3,3,3,3,3,3,3,4,3,4,4,3,4,4,4,4,3,4,4,4,5,3,4,4,4,4,3,4,2,4,3,4,4,5,4,4,4,550,1,1,0,0,0,0,0,0,0,187.3333333,2
3339,1094,1,3,2,2,4,4,4,4,4,3,3,3,3,4,5,5,3,3,4,5,4,4,4,4,4,5,3,3,2,3,3,3,3,3,3,3,3,4,4,4,4,4,3,4,4,3,3,3,3,3,4,3,4,3,3,3,450,1,1,0,0,0,0,0,0,0,175,1
3340,1094,1,3,2,2,4,3,4,4,3,3,3,2,3,3,4,5,5,5,4,4,5,3,3,3,3,3,3,4,4,4,4,2,2,2,3,2,3,3,3,3,3,3,3,3,3,4,4,2,3,4,4,3,4,4,4,3,500,4,0,0,0,1,0,0,0,0,223.3333333,0
3341,1094,2,3,2,2,4,4,4,3,4,3,4,4,3,3,4,4,4,3,3,4,4,4,5,5,5,5,5,5,4,5,5,4,4,4,4,3,4,4,4,3,3,3,3,3,3,3,2,1,3,3,3,2,3,3,4,1,1000,3,0,0,1,0,0,0,0,0,240,0
3342,1094,1,3,2,2,5,4,4,5,4,4,3,3,4,3,5,3,3,3,3,3,1,1,1,1,1,1,5,4,5,5,5,3,3,-5,3,4,3,3,3,3,2,3,3,3,4,5,5,5,5,4,5,4,5,4,4,3,900,4,0,0,0,1,0,0,0,0,242,0
3343,1094,1,3,2,2,3,3,3,5,3,3,2,2,3,3,4,5,5,3,5,4,3,3,3,3,3,5,3,2,3,4,3,2,2,3,3,3,3,3,3,4,3,3,4,4,3,3,3,3,5,3,3,3,3,3,3,3,400,2,0,1,0,0,0,0,0,0,131.6666667,0
3344,1094,1,3,2,2,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,5,5,4,5,5,5,5,3,550,1,1,0,0,0,0,0,0,0,171,0
3345,1094,2,3,2,2,5,5,5,5,5,5,5,4,5,3,5,4,4,5,5,5,5,5,5,5,4,5,4,5,5,4,4,3,2,2,3,3,4,3,3,3,3,3,2,4,3,3,4,3,4,4,4,3,4,4,4,4,500,5,0,0,0,0,1,0,0,0,248,1
3346,1094,2,3,2,2,4,3,3,4,4,3,3,4,4,4,5,4,3,3,5,4,4,4,4,5,4,5,4,3,2,4,4,3,2,3,3,3,3,3,3,2,3,3,3,2,3,3,4,2,3,3,4,3,3,4,3,4,417,1,1,0,0,0,0,0,0,0,212.3333333,0
3347,1094,1,3,2,2,5,5,5,5,5,4,4,2,3,3,4,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,3,2,4,2,3,4,3,2,3,3,4,3,3,3,4,3,4,5,3,3,4,4,4,3,3,800,4,0,0,0,1,0,0,0,0,255.3333333,0
3348,1094,1,3,2,2,3,4,4,4,4,3,2,1,1,1,1,5,5,5,5,5,4,4,3,4,4,5,4,4,3,3,4,4,3,4,4,4,4,5,5,5,5,5,5,5,5,4,4,3,4,4,2,3,3,5,4,2,400,1,1,0,0,0,0,0,0,0,247.6666667,0
3349,1094,1,3,2,2,4,3,4,5,3,5,4,4,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,3,2,3,3,2,3,3,3,4,2,3,3,3,4,4,3,4,4,5,5,5,4,4,4,4,120,1,1,0,0,0,0,0,0,0,250.3333333,1
3350,1094,2,3,2,2,5,4,4,5,4,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,3,4,4,4,4,4,4,3,4,2,2,2,2,4,3,4,4,3,3,4,5,5,4,4,1,2,4,4,3,1,500,1,1,0,0,0,0,0,0,0,231.6666667,1
3351,1094,2,3,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,3,5,5,4,3,4,3,4,4,3,3,4,3,3,4,3,4,4,3,3,5,4,5,4,4,5,4,4,600,1,1,0,0,0,0,0,0,0,164.3333333,0
3352,1094,1,3,2,2,3,4,3,3,4,3,3,3,3,3,5,4,5,3,4,3,3,3,3,3,4,3,3,3,3,3,5,5,4,5,4,4,5,4,4,4,4,4,3,3,4,5,5,2,5,5,5,4,4,4,4,3,250,2,0,1,0,0,0,0,0,0,189.6666667,0
3353,1094,2,3,2,2,5,4,4,5,4,4,4,4,4,5,4,5,4,4,5,4,5,4,4,4,4,5,5,4,5,5,5,3,3,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,4,3,3,4,4,2,320,1,1,0,0,0,0,0,0,0,222.3333333,0
3354,1094,1,3,2,2,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,4,3,3,3,4,5,4,4,500,4,0,0,0,1,0,0,0,0,249.3333333,0
3355,1094,1,3,2,2,5,5,5,5,5,3,3,3,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,3,3,4,4,4,3,3,3,3,4,4,5,5,4,5,3,4,4,5,4,3,1100,-5,0,0,0,0,0,0,0,0,240.6666667,2
3356,1094,1,3,2,2,4,4,4,4,3,3,4,2,3,3,3,5,4,5,4,4,4,4,3,3,4,4,4,3,3,4,4,3,2,3,3,3,2,3,2,3,2,3,4,3,3,3,3,3,4,3,4,3,3,4,4,3,800,1,1,0,0,0,0,0,0,0,215.6666667,0
3357,1094,1,3,2,2,5,4,5,-1,-1,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,4,4,4,3,4,4,2,4,3,3,4,4,4,5,5,5,5,5,5,4,4,4,4,4,600,4,0,0,0,1,0,0,0,0,242.3333333,2
3358,1094,2,3,2,2,4,3,3,3,3,3,3,3,3,4,3,5,5,4,5,4,4,3,5,4,5,4,4,3,3,3,4,4,4,4,4,3,3,4,4,3,2,3,3,3,3,3,3,3,3,3,2,5,2,3,3,1,1300,3,0,0,1,0,0,0,0,0,170.3333333,0
3359,1094,2,3,2,2,5,5,4,5,4,5,5,5,5,4,5,5,3,4,5,4,3,3,3,4,2,4,5,5,5,5,5,3,2,3,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,500,3,0,0,1,0,0,0,0,0,233.6666667,0
3360,1094,2,3,2,2,5,4,4,4,4,4,4,4,4,4,4,5,4,5,5,5,4,4,4,4,3,4,4,4,2,4,4,4,3,4,3,3,4,3,3,4,4,3,3,4,4,4,4,4,4,3,3,3,5,4,4,1,400,1,1,0,0,0,0,0,0,0,218.6666667,1
3361,1094,2,3,2,2,4,3,3,4,4,3,3,3,2,2,2,4,4,4,4,4,4,4,3,4,4,4,5,4,3,5,4,3,3,2,3,3,3,3,3,4,3,3,3,3,3,3,3,2,4,3,3,3,3,3,3,2,200,5,0,0,0,0,1,0,0,0,156.3333333,0
3362,1094,1,3,2,2,5,5,5,5,5,5,5,3,5,2,5,4,4,4,4,4,4,4,4,4,4,5,3,4,2,5,5,4,2,4,4,3,4,2,4,4,3,4,4,3,4,3,2,1,3,2,3,3,4,4,3,3,500,3,0,0,1,0,0,0,0,0,243,0
3363,1094,1,3,2,2,4,3,3,4,3,3,3,3,3,4,4,4,3,3,4,3,3,3,3,4,4,4,3,3,3,4,3,2,2,4,3,2,4,3,3,4,3,4,3,3,4,3,4,4,4,3,3,4,4,4,4,2,600,4,0,0,0,1,0,0,0,0,235.6666667,0
3364,1094,1,3,2,2,5,4,4,4,4,4,4,4,4,3,5,5,4,3,5,3,3,3,3,3,3,4,4,4,4,4,4,4,2,4,3,4,4,3,3,4,3,4,3,3,3,3,2,2,4,3,2,3,4,3,4,2,290,5,0,0,0,0,1,0,0,0,195.3333333,0
3365,1094,1,,2,2,,,,,,,,,,,,5,4,4,5,4,4,4,3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,#DIV/0!,
3366,1095,1,3,2,2,4,4,3,3,3,3,3,2,2,2,3,4,5,4,4,5,4,4,3,4,4,5,4,4,3,4,3,3,3,3,4,4,5,4,4,5,4,4,4,4,4,5,4,2,4,5,3,4,5,5,3,1,1000,4,0,0,0,1,0,0,0,0,239.3333333,0
3367,1095,1,3,2,2,3,3,3,4,4,3,3,3,3,3,4,3,3,3,4,4,3,3,2,3,3,4,4,3,3,5,4,4,2,4,4,4,4,4,4,4,3,4,4,3,3,4,4,4,4,4,3,4,4,4,4,2,560,1,1,0,0,0,0,0,0,0,217.3333333,0
3368,1095,1,3,2,2,5,3,5,5,5,3,3,3,4,4,4,5,4,4,5,4,4,4,4,4,5,5,5,5,4,5,5,4,3,2,3,4,4,3,4,4,3,4,4,3,3,3,5,4,3,3,2,3,4,5,4,1,350,1,1,0,0,0,0,0,0,0,222,0
3369,1095,1,3,2,2,4,4,4,4,4,4,3,3,4,4,4,4,5,5,5,5,4,3,4,4,4,5,4,3,3,4,4,4,3,3,4,4,4,4,4,4,3,5,4,4,4,3,4,4,4,3,3,1,2,4,3,2,300,2,0,1,0,0,0,0,0,0,178.6666667,0
3370,1095,1,3,2,2,5,4,4,5,4,4,4,4,4,4,4,5,5,4,5,4,3,4,4,4,4,5,5,5,5,5,5,2,2,1,2,2,2,3,3,3,2,2,2,3,3,4,4,2,4,4,4,4,4,4,4,4,700,4,0,0,0,1,0,0,0,0,225,1
3371,1095,1,3,2,2,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,5,3,4,3,4,3,4,3,3,4,4,4,1,1,5,4,4,4,4,3,5,4,3,5,3,5,1,4,4,1,2,4,5,4,2,700,4,0,0,0,1,0,0,0,0,236,0
3372,1095,2,3,2,2,5,4,3,4,4,3,4,4,4,5,5,5,4,5,5,4,4,5,5,5,5,4,5,4,4,5,5,3,3,4,4,4,4,4,4,4,3,4,3,4,4,4,3,2,4,3,4,4,5,4,4,2,600,1,1,0,0,0,0,0,0,0,238.3333333,0
3373,1095,2,3,2,2,4,5,4,4,1,2,3,2,3,2,1,5,4,4,5,5,3,3,3,4,3,5,3,3,2,4,3,4,4,3,3,3,3,3,4,4,3,3,3,3,4,4,4,3,4,4,4,5,4,4,4,3,3000,3,0,0,1,0,0,0,0,0,219,1
3374,1095,2,3,2,2,5,5,5,5,5,4,4,4,4,4,5,5,5,5,5,5,5,5,4,5,4,5,4,4,4,4,4,4,4,2,3,4,3,4,5,5,3,4,3,3,4,3,2,3,3,3,3,3,3,4,3,4,850,1,1,0,0,0,0,0,0,0,204,1
3375,1096,2,4,2,2,4,3,2,3,3,3,3,4,3,3,3,4,4,3,4,3,4,3,3,4,4,4,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,4,4,-5,250,1,1,0,0,0,0,0,0,0,179.3333333,0
3376,1096,2,4,2,2,3,2,3,3,2,2,2,1,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,2,2,2,2,2,3,4,4,2,50,6,0,0,0,0,0,1,0,0,182.6666667,0
3377,1096,2,4,2,2,3,4,3,3,3,3,4,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,3,1,1,1,3,2,2,3,3,4,3,3,3,4,3,4,4,4,4,3,3,2,4,4,3,3,3,4,4,3,400,1,1,0,0,0,0,0,0,0,169,0
3378,1096,2,4,2,2,2,3,3,2,2,3,3,3,3,1,1,4,3,3,3,3,3,3,3,4,4,4,1,1,1,1,1,5,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,3,5,4,2,3,5,5,5,5,200,1,1,0,0,0,0,0,0,0,164.6666667,0
3379,1097,1,4,2,2,4,3,4,5,3,3,3,3,3,3,3,5,5,5,5,4,4,3,1,2,1,3,4,4,5,5,4,3,3,3,3,2,3,3,3,3,3,3,3,3,3,1,1,1,1,2,1,2,2,2,2,3,100,5,0,0,0,0,1,0,0,0,182.6666667,0
3380,1097,1,4,2,2,3,4,3,3,3,3,3,3,3,3,3,4,4,3,4,3,4,4,4,4,4,4,3,3,3,3,3,4,3,2,4,4,2,4,4,4,4,4,4,5,4,2,3,4,4,2,2,4,3,4,3,2,450,4,0,0,0,1,0,0,0,0,163,0
3381,1097,2,4,2,2,5,4,4,4,4,5,4,4,4,4,5,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,3,4,4,4,4,3,4,4,4,4,3,3,4,4,4,3,400,1,1,0,0,0,0,0,0,0,176.3333333,3
3382,1097,2,4,2,2,5,3,-1,5,2,3,3,3,3,3,3,5,4,3,5,4,3,2,2,3,1,3,4,3,5,5,5,3,3,4,4,4,5,5,5,5,5,5,5,5,5,3,4,4,3,3,1,2,4,4,3,3,150,1,1,0,0,0,0,0,0,0,167,0
3383,1098,2,4,2,2,4,5,3,5,4,4,4,4,4,4,4,5,5,4,5,3,3,3,3,3,3,3,4,3,3,4,3,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,3,3,4,3,3,150,2,0,1,0,0,0,0,0,0,130.3333333,1
3384,1098,2,4,2,2,5,3,4,5,3,4,3,4,4,5,5,5,3,4,5,3,5,5,5,5,5,5,4,3,2,3,4,4,4,4,4,3,4,4,4,4,4,3,4,3,3,2,3,2,2,3,2,2,2,3,3,2,-1,2,0,1,0,0,0,0,0,0,161,0
3385,1098,1,4,2,2,4,4,3,4,4,3,3,3,3,3,4,4,4,3,4,4,3,3,3,3,3,4,4,3,3,4,4,4,2,3,3,2,5,5,4,3,4,2,5,5,3,3,4,3,5,4,2,3,5,4,5,2,180,1,1,0,0,0,0,0,0,0,163.3333333,0
3386,1098,1,4,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,4,4,3,4,3,3,3,3,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,4,4,4,3,340,1,1,0,0,0,0,0,0,0,162,1
3387,1098,1,4,2,2,5,4,5,5,4,4,3,3,3,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,5,4,5,5,3,4,4,4,4,4,4,4,4,4,5,4,4,3,5,4,3,4,4,5,5,5,5,3,350,1,1,0,0,0,0,0,0,0,184.3333333,0
3388,1099,1,4,2,2,5,4,4,5,4,4,4,2,4,5,5,5,4,4,5,5,5,5,5,5,5,5,4,4,4,5,4,5,5,3,3,5,5,4,3,4,3,3,5,5,5,2,3,3,2,1,2,5,4,4,3,3,400,4,0,0,0,1,0,0,0,0,240.3333333,0
3389,1099,1,4,2,2,5,5,5,5,4,5,5,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,3,4,2,4,4,3,3,3,3,3,3,3,3,3,3,5,2,4,3,2,2,1,3,3,3,323,5,0,0,0,0,1,0,0,0,177,0
3390,1099,2,4,2,2,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,5,4,1,1,2,4,3,5,4,3,5,4,4,2,3,3,3,4,3,3,3,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,3,300,1,1,0,0,0,0,0,0,0,195.6666667,0
3391,1099,2,4,2,2,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,4,4,4,5,3,3,3,3,4,3,4,4,3,4,3,5,3,2,3,3,4,4,2,180,1,1,0,0,0,0,0,0,0,211.6666667,0
