stuID,schID,gender,pre_region,trans_stu,trans_pa,pre_frendship_1a,pre_frendship_2a,pre_frendship_3a,pre_frendship_4a,pre_frendship_5a,pre_frendship_1b,pre_frendship_2b,pre_frendship_3b,pre_frendship_4b,pre_frendship_5b,pre_frendship_6b,post_frendship_1a,post_frendship_2a,post_frendship_3a,post_frendship_4a,post_frendship_5a,post_frendship_1b,post_frendship_2b,post_frendship_3b,post_frendship_4b,post_frendship_5b,post_frendship_6b,satisfac_stu_1,satisfac_stu_2,satisfac_stu_3,satisfac_stu_4,satisfac_stu_5,satisfac_pa_safety_1,satisfac_pa_safety_2,satisfac_pa_safety_3,satisfac_pa_safety_4,satisfac_pa_safety_5,satisfac_pa_safety_6,satisfac_pa_edu_1,satisfac_pa_edu_2,satisfac_pa_edu_3,satisfac_pa_edu_4,satisfac_pa_edu_5,satisfac_pa_edu_6,satisfac_pa_edu_7,satisfac_pa_edu_8,enthu_pa_1,enthu_pa_2,enthu_pa_3,enthu_pa_4,enthu_pa_5,enthu_pa_6,enthu_pa_7,enthu_pa_8,enthu_pa_9,enthu_pa_10,enthu_pa_11,SES,prefer_Hsch,prefer_Hsch_dum_1,prefer_Hsch_dum_2,prefer_Hsch_dum_3,prefer_Hsch_dum_4,prefer_Hsch_dum_5,prefer_Hsch_dum_6,prefer_Hsch_dum_7,prefer_Hsch_dum_8,academic_abil,trans_Y1,multicultur_per,sch_SES,sch_academic_abil
4129,1130,1,3,2,2,3,2,3,4,3,2,2,1,1,1,5,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,1,3,2,3,3,2,3,2,2,3,2,3,2,2,4,4,4,3,3,4,4,4,4,4,3,2,-1,1,1,0,0,0,0,0,0,0,172.3333333,1,26.15384615,,
4130,1130,2,3,2,2,3,3,4,4,4,3,3,3,3,3,3,5,4,5,4,4,3,3,2,3,2,5,1,2,5,3,2,2,2,3,3,3,3,3,3,4,4,4,3,3,4,4,5,4,4,3,2,3,4,4,3,4,250,1,1,0,0,0,0,0,0,0,187.6666667,0,26.15384615,,
4131,1130,2,3,2,2,5,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,3,4,5,5,4,3,3,3,5,5,4,5,5,5,5,4,5,4,5,3,3,4,4,4,4,5,4,4,3,600,6,0,0,0,0,0,1,0,0,192.6666667,0,26.15384615,,
4132,1130,1,3,2,2,4,5,4,3,3,4,3,4,3,3,2,4,4,4,4,4,5,5,4,4,4,3,5,5,4,3,4,4,3,3,3,4,4,5,4,4,3,3,3,4,4,5,5,5,5,5,5,4,5,4,4,5,490,6,0,0,0,0,0,1,0,0,187.6666667,1,26.15384615,,
4133,1130,1,3,2,2,2,3,3,3,5,4,4,2,3,1,1,3,4,2,4,4,2,2,4,4,1,2,4,4,5,4,5,3,3,2,3,3,4,3,3,5,3,3,4,4,4,4,4,3,5,5,5,5,5,5,4,4,500,6,0,0,0,0,0,1,0,0,202,0,26.15384615,,
4134,1130,1,3,2,2,4,4,3,3,4,4,4,4,4,5,5,4,4,4,3,3,3,4,3,4,4,4,4,3,3,3,4,2,3,3,4,4,3,5,4,4,3,3,3,3,2,1,3,3,4,4,2,3,3,5,3,1,125,4,0,0,0,1,0,0,0,0,179.6666667,0,26.15384615,,
4135,1130,1,3,2,2,5,4,5,5,4,4,5,5,5,4,3,5,4,4,5,4,5,5,4,4,5,5,5,4,4,4,5,4,3,2,3,5,4,3,4,4,2,3,4,5,5,5,5,5,5,4,1,3,4,5,4,3,500,7,0,0,0,0,0,0,1,0,183.3333333,0,26.15384615,,
4137,1131,2,3,2,2,5,4,4,5,3,3,4,4,4,4,4,5,5,4,5,4,4,4,4,3,5,4,4,3,3,4,4,2,2,3,3,4,4,3,3,3,3,3,3,3,3,-1,4,-1,-1,4,4,3,4,4,4,2,500,1,1,0,0,0,0,0,0,0,180.3333333,0,22.78481013,,
4138,1131,2,3,2,2,4,4,4,4,3,3,4,4,4,4,3,4,4,4,4,5,4,4,4,4,5,4,4,4,3,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,3,3,4,4,4,2,400,1,1,0,0,0,0,0,0,0,192.6666667,0,22.78481013,,
4139,1131,1,3,2,2,4,4,2,3,4,3,3,2,2,1,3,3,3,4,3,4,2,3,2,3,2,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,3,3,3,3,3,3,1,1,1,3,4,1,4,4,1,300,6,0,0,0,0,0,1,0,0,242.6666667,0,22.78481013,,
4140,1131,1,3,2,2,5,4,4,5,4,-1,-1,-1,-1,-1,-1,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,3,4,3,4,4,4,4,4,4,3,3,5,3,3,4,3,3,2,200,1,1,0,0,0,0,0,0,0,194.3333333,3,22.78481013,,
4141,1131,1,3,2,2,5,5,3,4,4,3,3,4,3,3,4,5,3,3,4,4,3,4,3,4,5,5,3,3,4,3,3,4,3,3,2,3,3,3,2,3,3,3,3,2,3,3,4,3,4,3,4,4,4,3,4,2,540,1,1,0,0,0,0,0,0,0,202.6666667,0,22.78481013,,
4142,1131,1,3,2,2,4,5,4,4,4,3,3,2,3,2,3,4,3,3,4,3,3,3,2,3,2,4,4,3,3,3,3,4,3,2,3,3,3,3,3,4,4,4,3,3,3,2,2,2,4,3,4,4,4,4,4,4,400,1,1,0,0,0,0,0,0,0,162.3333333,0,22.78481013,,
4143,1131,1,3,2,2,4,3,3,4,3,3,3,3,4,4,3,4,4,3,5,4,3,3,3,3,3,4,3,3,3,4,4,4,3,4,3,4,4,3,3,3,3,4,4,4,4,4,3,3,4,4,4,4,4,4,4,3,600,2,0,1,0,0,0,0,0,0,189,0,22.78481013,,
4144,1131,1,3,2,2,5,4,4,5,3,3,4,3,4,4,4,5,4,3,4,3,3,3,4,3,3,3,4,4,3,4,4,4,3,3,4,3,3,4,3,3,3,3,4,3,3,3,3,2,3,5,4,4,2,4,4,2,450,1,1,0,0,0,0,0,0,0,161.3333333,0,22.78481013,,
4145,1131,1,3,2,2,4,2,2,5,1,2,3,1,1,4,1,5,3,3,5,2,2,3,1,2,3,4,3,4,5,3,2,5,5,5,5,5,5,3,3,4,3,3,3,3,3,4,4,3,3,1,1,2,1,4,4,1,600,4,0,0,0,1,0,0,0,0,201.6666667,0,22.78481013,,
4146,1131,1,3,2,2,4,4,4,5,4,4,4,3,4,4,5,5,5,5,5,5,5,4,5,5,5,5,4,5,4,4,4,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,4,3,2,3,4,4,2,150,1,1,0,0,0,0,0,0,0,231.6666667,0,22.78481013,,
4147,1131,2,3,2,2,5,3,4,4,4,1,3,3,3,3,4,3,3,3,3,3,3,3,3,3,1,2,2,2,5,2,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,2,2,3,3,2,3,3,2,2,300,1,1,0,0,0,0,0,0,0,167,0,22.78481013,,
4148,1131,2,3,2,2,4,4,5,5,5,4,3,3,4,3,5,5,4,4,5,4,4,4,4,4,4,4,4,4,3,4,5,4,3,3,4,4,4,4,4,4,3,3,3,3,3,3,4,3,3,3,2,4,3,3,3,2,500,1,1,0,0,0,0,0,0,0,191.3333333,0,22.78481013,,
4149,1131,2,3,2,2,5,4,5,5,4,3,3,3,3,5,5,4,4,3,5,4,5,5,5,5,4,5,4,4,4,3,3,3,2,1,4,4,4,5,5,5,5,5,5,5,5,4,4,2,2,4,1,2,4,5,4,1,183,1,1,0,0,0,0,0,0,0,164.3333333,0,22.78481013,,
4150,1131,2,3,2,2,5,4,4,3,3,4,3,2,4,3,4,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,1,1,4,4,3,3,45,2,0,1,0,0,0,0,0,0,195.3333333,0,22.78481013,,
4151,1131,2,3,2,2,5,4,3,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,3,3,3,4,3,2,3,2,3,3,3,3,4,3,3,3,4,4,3,4,4,3,4,4,4,4,3,550,-1,0,0,0,0,0,0,0,0,207.6666667,0,22.78481013,,
4152,1131,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,4,5,3,5,4,4,4,4,4,5,5,3,3,3,3,3,4,2,4,4,3,-1,4,4,4,4,5,5,5,5,3,4,3,4,4,4,3,4,4,4,3,200,5,0,0,0,0,1,0,0,0,137,0,22.78481013,,
4153,1131,1,3,2,2,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,2,3,1,3,5,5,3,3,5,3,2,3,3,4,4,4,4,4,3,4,4,4,4,4,3,2,4,5,5,5,3,5,4,2,800,6,0,0,0,0,0,1,0,0,217.3333333,0,22.78481013,,
4154,1131,1,3,2,2,4,3,3,4,3,3,4,3,3,2,3,3,3,3,3,3,3,4,3,3,2,2,4,3,2,4,4,4,4,5,5,5,5,4,4,5,5,5,5,5,5,3,4,4,4,4,4,5,3,4,4,4,300,1,1,0,0,0,0,0,0,0,135.6666667,0,22.78481013,,
4155,1131,1,3,2,2,4,5,4,4,4,3,3,2,3,2,4,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,4,4,2,3,3,2,4,4,3,3,3,3,2,3,3,4,2,4,1,1,1,3,4,4,1,1650,5,0,0,0,0,1,0,0,0,168.3333333,0,22.78481013,,
4156,1131,2,3,2,2,5,5,5,5,5,4,4,5,5,5,4,5,4,5,5,4,4,4,5,4,5,4,4,4,4,3,5,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,5,3,4,5,3,3,5,5,4,3,500,1,1,0,0,0,0,0,0,0,190.6666667,0,22.78481013,,
4157,1131,2,3,2,2,2,3,2,3,3,3,2,3,3,3,2,3,2,3,4,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,3,3,2,3,4,4,3,4,4,3,3,3,3,2,3,3,3,3,3,3,3,3,250,1,1,0,0,0,0,0,0,0,183.3333333,0,22.78481013,,
4158,1131,2,3,2,2,5,5,4,5,4,4,4,4,4,4,4,5,4,5,5,4,4,4,4,4,4,4,4,3,3,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,300,1,1,0,0,0,0,0,0,0,198.3333333,0,22.78481013,,
4159,1131,2,3,2,2,5,5,5,5,5,4,4,5,4,4,5,5,5,5,5,3,4,4,4,4,5,5,4,4,2,5,5,3,2,3,3,2,2,3,3,3,3,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,500,6,0,0,0,0,0,1,0,0,223,0,22.78481013,,
4160,1131,2,3,2,2,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,4,3,3,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,4,4,3,3,200,1,1,0,0,0,0,0,0,0,243,0,22.78481013,,
4161,1131,1,3,2,2,5,5,4,5,3,3,3,4,2,1,4,5,5,5,5,4,4,3,4,3,3,3,1,2,2,2,2,4,2,3,4,2,3,3,3,4,3,4,3,2,4,3,3,2,4,4,4,4,3,4,4,3,200,6,0,0,0,0,0,1,0,0,177,0,22.78481013,,
4162,1131,1,3,2,2,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,2,3,2,3,3,4,5,5,1,700,1,1,0,0,0,0,0,0,0,222.3333333,0,22.78481013,,
4163,1131,1,3,2,2,4,3,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,3,2,2,3,4,3,3,3,3,3,4,4,5,5,5,4,5,5,3,4,4,5,4,300,1,1,0,0,0,0,0,0,0,210.3333333,1,22.78481013,,
4164,1131,1,3,2,2,5,3,4,4,4,4,3,4,3,3,4,5,5,5,5,5,3,3,3,3,3,4,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,4,3,2,3,4,4,3,2,600,1,1,0,0,0,0,0,0,0,220.3333333,0,22.78481013,,
4165,1131,1,3,2,2,5,4,4,5,4,4,4,3,3,3,3,4,3,5,5,3,2,2,2,2,2,3,5,5,5,3,4,4,3,3,3,3,4,4,4,4,3,3,4,4,3,3,3,4,3,3,3,3,3,4,3,2,450,1,1,0,0,0,0,0,0,0,205.3333333,0,22.78481013,,
4166,1131,2,3,2,2,5,4,4,5,4,4,4,5,4,5,4,5,4,4,5,5,5,5,5,4,5,5,4,4,5,5,4,5,4,4,4,4,3,3,3,5,4,5,2,3,4,5,5,5,5,5,5,5,5,5,4,3,700,1,1,0,0,0,0,0,0,0,198,0,22.78481013,,
4167,1131,2,3,2,2,5,3,3,4,3,3,3,3,4,2,3,3,3,3,3,3,4,4,4,4,4,4,3,3,2,3,3,3,4,2,3,3,3,3,3,3,3,3,3,3,3,4,4,2,2,4,4,4,4,4,5,3,600,1,1,0,0,0,0,0,0,0,153.3333333,0,22.78481013,,
4168,1131,2,3,2,2,5,4,4,5,4,4,5,5,4,4,5,5,5,5,5,4,5,5,5,5,5,5,4,4,3,4,4,4,3,3,3,3,4,4,4,4,4,4,3,3,3,4,4,4,4,5,5,5,5,5,4,3,2000,1,1,0,0,0,0,0,0,0,220.6666667,0,22.78481013,,
4169,1131,2,3,2,2,3,2,2,4,3,2,2,2,2,1,1,4,5,3,4,3,5,4,5,3,4,5,4,3,5,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,2,2,3,4,4,1,120,1,1,0,0,0,0,0,0,0,148,1,22.78481013,,
4170,1131,2,3,2,2,5,3,3,4,3,3,3,3,3,4,4,5,4,4,4,4,4,4,4,4,4,4,3,3,2,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,5,3,4,4,4,4,4,5,4,3,300,1,1,0,0,0,0,0,0,0,238.3333333,0,22.78481013,,
4171,1131,2,3,2,2,5,4,5,5,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,3,2,3,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,1,2,4,5,4,4,400,1,1,0,0,0,0,0,0,0,211.6666667,0,22.78481013,,
4172,1131,2,3,2,2,5,4,4,5,4,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,3,4,4,4,4,4,5,4,5,3,4,5,4,4,4,4,4,4,4,4,4,4,4,400,1,1,0,0,0,0,0,0,0,225,0,22.78481013,,
4173,1131,1,3,2,2,4,3,3,4,4,3,3,3,4,4,4,5,3,3,4,3,3,3,3,3,2,3,4,3,3,4,3,3,3,2,3,3,3,4,4,4,4,4,3,3,3,3,3,1,3,4,4,4,4,4,4,3,500,3,0,0,1,0,0,0,0,0,199.6666667,0,22.78481013,,
4174,1131,1,3,2,2,5,5,5,5,5,4,3,2,3,4,5,5,4,4,5,4,4,4,4,4,3,4,2,1,1,5,4,4,3,4,2,4,3,3,4,4,3,4,4,4,4,3,3,3,3,3,1,3,3,3,3,1,150,1,1,0,0,0,0,0,0,0,166,1,22.78481013,,
4175,1131,1,3,2,2,4,4,4,4,-1,5,3,4,3,5,5,5,5,5,5,4,5,5,5,5,5,5,3,3,4,4,-1,4,2,3,4,2,4,3,3,3,3,3,3,3,3,3,4,2,3,4,4,4,4,4,4,2,630,1,1,0,0,0,0,0,0,0,198.3333333,0,22.78481013,,
4176,1131,1,3,2,2,5,5,5,5,4,4,3,3,4,4,3,5,2,3,5,2,4,4,3,4,3,3,4,3,4,3,3,3,2,3,3,3,2,3,3,3,3,4,4,3,4,4,3,2,3,5,3,4,3,4,3,3,500,7,0,0,0,0,0,0,1,0,207,0,22.78481013,,
4177,1131,1,3,2,2,5,5,5,5,3,3,4,4,4,3,5,5,5,5,5,5,4,5,4,4,4,4,1,1,1,1,1,3,4,4,3,3,3,2,2,3,2,3,3,3,3,3,4,3,4,3,2,2,4,5,5,3,350,1,1,0,0,0,0,0,0,0,195.6666667,0,22.78481013,,
4178,2224,1,3,1,1,5,4,4,5,4,3,3,2,3,3,4,5,5,4,5,4,3,3,3,3,4,3,2,3,2,2,3,2,1,2,2,3,4,4,4,3,3,3,4,4,4,4,3,3,4,4,3,4,4,4,4,2,650,1,1,0,0,0,0,0,0,0,211.3333333,0,#VALUE!,,
4179,1131,1,3,2,2,4,4,3,3,4,3,3,2,3,3,3,3,4,3,3,4,4,4,4,4,4,3,4,3,2,4,3,3,3,4,3,3,4,3,3,3,3,3,5,3,3,4,4,4,3,3,2,2,4,4,4,2,130,3,0,0,1,0,0,0,0,0,175,0,22.78481013,,
4180,1131,1,3,2,2,4,3,3,4,2,3,3,3,3,3,4,3,3,2,4,3,3,3,3,4,3,3,3,3,3,3,4,4,2,2,2,2,4,4,4,4,4,4,4,3,4,3,2,1,4,3,1,4,3,4,4,1,250,2,0,1,0,0,0,0,0,0,199,0,22.78481013,,
4181,1131,1,3,2,2,5,3,3,5,4,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,2,2,3,3,4,4,3,4,4,4,3,3,4,3,3,4,3,3,2,2,2,3,3,2,3,2,5,4,1,250,5,0,0,0,0,1,0,0,0,140,0,22.78481013,,
4182,1131,2,3,2,2,3,4,5,5,5,4,4,4,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,3,3,3,1,1,1,1,4,5,5,5,-1,4,4,4,4,4,4,4,4,4,4,200,5,0,0,0,0,1,0,0,0,#DIV/0!,0,22.78481013,,
4183,1131,2,3,2,2,5,5,5,5,5,4,4,5,4,5,4,5,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,3,3,4,3,3,2,3,4,3,3,3,3,3,3,400,1,1,0,0,0,0,0,0,0,#DIV/0!,0,22.78481013,,
4184,1131,1,3,2,2,5,5,4,5,4,4,3,2,4,5,5,5,4,4,4,4,4,4,3,4,5,5,2,3,2,2,3,3,2,2,3,2,3,3,3,3,2,4,4,3,4,3,4,3,4,5,4,3,4,4,4,3,340,1,1,0,0,0,0,0,0,0,#DIV/0!,0,22.78481013,,
4185,1132,2,3,2,2,5,4,3,4,3,3,4,4,4,3,4,5,5,5,5,5,4,4,3,4,4,4,5,5,4,4,4,3,4,3,3,3,3,3,4,4,4,4,3,4,3,4,3,4,4,5,4,4,4,4,5,3,170,3,0,0,1,0,0,0,0,0,204.6666667,2,42.10526316,,
4186,1132,2,3,2,2,3,3,3,3,4,3,3,3,3,3,4,4,3,3,4,4,4,4,4,3,3,4,5,5,5,5,5,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,2,4,4,3,3,4,4,3,2,350,1,1,0,0,0,0,0,0,0,232.3333333,0,42.10526316,,
4187,1132,2,3,2,2,5,5,4,5,4,3,3,3,3,4,4,4,5,3,5,3,3,3,3,4,3,4,4,3,5,4,3,5,4,4,4,5,5,4,4,3,3,4,3,3,3,3,2,2,2,3,2,4,2,4,2,2,200,1,1,0,0,0,0,0,0,0,154,0,42.10526316,,
4188,1132,2,3,2,2,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,5,4,4,1,3,3,3,4,4,4,2,3,3,3,4,3,4,1,2,2,1,4,2,3,2,1,550,1,1,0,0,0,0,0,0,0,217.6666667,1,42.10526316,,
4189,1132,1,3,2,2,3,2,2,3,1,3,3,3,3,3,3,4,3,3,4,3,4,4,3,4,3,3,2,2,2,3,3,3,2,3,3,3,4,3,3,3,3,3,3,3,3,3,3,2,4,4,2,4,4,4,3,1,100,2,0,1,0,0,0,0,0,0,158,0,42.10526316,,
4190,1132,1,3,2,2,4,4,3,5,4,3,4,2,3,3,3,4,4,5,5,5,3,4,4,4,3,3,3,3,5,4,4,3,3,4,4,2,4,3,3,3,3,4,4,4,4,3,4,2,3,3,1,1,3,4,4,2,150,1,1,0,0,0,0,0,0,0,210,3,42.10526316,,
4191,1132,1,3,2,2,4,4,4,4,4,3,4,4,5,3,4,4,4,5,5,5,5,4,4,4,4,3,4,4,4,5,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,4,4,4,400,1,1,0,0,0,0,0,0,0,205.3333333,0,42.10526316,,
4192,1132,1,3,2,2,4,4,4,4,4,4,4,3,4,4,5,4,4,4,4,4,3,4,4,5,4,4,5,5,5,4,5,3,3,3,4,3,4,4,4,4,3,4,4,5,4,5,2,3,5,3,4,4,2,5,5,2,9000,1,1,0,0,0,0,0,0,0,213.3333333,0,42.10526316,,
4193,1132,2,3,2,2,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,3,3,3,3,3,4,5,5,3,5,5,3,5,5,5,5,1,800,6,0,0,0,0,0,1,0,0,205.3333333,0,42.10526316,,
4194,1132,2,3,2,2,4,4,5,5,4,4,4,4,4,4,4,5,4,3,4,4,3,3,3,3,3,4,3,2,3,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,-1,1,1,0,0,0,0,0,0,0,166,0,42.10526316,,
4195,1132,1,3,2,2,5,5,4,5,4,5,4,3,4,3,5,5,4,5,5,5,4,4,4,4,4,5,4,4,4,3,3,4,3,2,2,3,3,3,3,4,4,4,3,3,3,3,4,4,4,4,4,2,4,4,3,3,-1,1,1,0,0,0,0,0,0,0,196.6666667,0,42.10526316,,
4196,1132,2,3,2,2,4,4,5,5,4,4,4,5,4,5,5,5,5,4,5,5,4,3,5,4,5,5,3,2,4,4,3,4,5,3,3,5,3,4,4,5,3,4,3,4,4,1,2,2,4,3,3,3,4,5,4,2,400,1,1,0,0,0,0,0,0,0,180.6666667,1,42.10526316,,
4197,1132,1,3,2,2,4,4,3,5,3,3,4,2,3,2,4,5,5,5,5,4,4,5,3,5,2,5,3,3,3,3,4,4,4,3,3,3,3,4,5,5,5,5,5,5,5,4,4,4,4,5,4,3,5,4,3,3,400,6,0,0,0,0,0,1,0,0,204.6666667,3,42.10526316,,
4198,1132,1,3,2,2,5,5,4,5,4,4,4,4,4,4,4,5,5,5,5,5,4,4,4,5,4,5,5,4,4,5,5,3,3,3,4,3,4,4,4,4,3,4,3,4,4,3,4,3,4,3,4,3,4,4,4,4,500,4,0,0,0,1,0,0,0,0,246.3333333,2,42.10526316,,
4199,1132,1,3,2,2,4,4,3,5,4,4,4,3,4,4,4,4,3,3,5,3,3,2,2,2,1,5,3,3,4,4,4,4,3,2,3,2,3,3,3,3,3,3,4,3,3,4,5,4,3,4,5,5,4,5,4,3,450,3,0,0,1,0,0,0,0,0,183.6666667,0,42.10526316,,
4200,1132,2,3,2,2,5,4,4,5,4,5,5,5,5,5,5,5,4,5,5,4,4,4,5,5,5,5,3,3,2,5,3,3,3,2,3,4,4,4,4,4,2,3,3,3,4,2,2,3,3,2,2,2,2,4,4,3,140,2,0,1,0,0,0,0,0,0,188,0,42.10526316,,
4201,1132,2,3,2,2,5,4,4,5,4,3,3,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,5,5,3,5,4,5,5,2,4,4,4,3,3,3,4,4,4,3,3,4,2,1,5,5,5,3,4,4,4,3,380,1,1,0,0,0,0,0,0,0,198.6666667,0,42.10526316,,
4202,1132,2,3,2,2,4,3,3,4,3,4,4,2,3,2,3,4,4,3,5,4,4,3,4,4,4,4,3,3,2,3,3,2,1,1,2,3,3,3,3,5,3,3,3,5,4,4,4,3,5,5,4,4,5,5,3,2,350,5,0,0,0,0,1,0,0,0,167.6666667,1,42.10526316,,
4203,1132,1,3,2,2,5,4,4,5,5,4,5,5,5,5,5,5,4,5,5,5,4,4,4,4,4,4,5,4,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,4,4,4,4,4,4,500,1,1,0,0,0,0,0,0,0,197,0,42.10526316,,
4204,1132,2,3,2,2,4,3,3,4,4,3,3,2,2,2,3,3,4,3,2,4,3,3,3,3,2,3,4,4,4,3,3,4,3,4,4,4,4,3,3,4,3,5,5,4,5,3,3,2,2,3,3,2,4,3,4,2,420,4,0,0,0,1,0,0,0,0,236,0,42.10526316,,
4205,1132,1,3,2,2,5,5,5,5,5,4,4,4,4,4,5,5,4,4,5,4,4,4,3,4,4,4,5,4,4,5,5,3,2,3,3,3,3,2,3,3,2,3,3,3,3,2,3,2,3,3,3,3,2,3,3,2,300,2,0,1,0,0,0,0,0,0,186.6666667,0,42.10526316,,
4206,2046,2,3,1,1,5,5,4,5,5,4,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,3,4,4,3,3,3,3,3,2,4,3,3,4,4,3,3,4,3,4,2,1,4,4,2,3,4,4,4,2,400,4,0,0,0,1,0,0,0,0,173.6666667,4,#VALUE!,,
4207,1133,1,4,2,2,5,4,4,5,5,4,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,5,4,3,5,4,4,4,4,4,4,4,4,4,4,-1,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,120,4,0,0,0,1,0,0,0,0,199.6666667,0,0,,
4208,1133,2,4,2,2,3,3,3,4,4,2,2,1,2,2,3,3,2,2,4,4,2,3,4,3,3,4,4,4,3,3,4,4,5,2,3,4,4,4,4,4,3,3,4,3,3,2,3,2,3,3,3,4,2,3,3,3,300,1,1,0,0,0,0,0,0,0,212.6666667,0,0,,
4209,1133,1,4,2,2,4,3,3,4,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,5,4,4,5,5,5,5,5,5,4,5,4,5,5,5,4,1,3,5,4,4,3,5,5,3,300,1,1,0,0,0,0,0,0,0,193.6666667,0,0,,
4210,1133,1,4,2,2,5,5,5,5,5,4,4,4,4,4,4,5,5,4,5,4,3,3,3,3,2,4,4,4,4,4,4,5,4,3,3,4,4,4,4,4,4,5,4,3,4,3,4,-1,4,4,2,2,4,4,4,2,70,2,0,1,0,0,0,0,0,0,205.3333333,0,0,,
4211,1133,2,4,2,2,5,5,5,5,4,4,3,3,4,4,5,5,5,5,5,5,5,3,4,4,2,4,5,5,4,5,5,4,4,3,4,3,4,3,3,4,3,4,4,4,4,3,4,3,3,4,2,3,5,5,4,2,250,5,0,0,0,0,1,0,0,0,197,2,0,,
4213,1133,2,4,2,2,4,4,5,5,2,3,2,1,1,1,3,5,3,3,5,4,3,3,3,3,3,3,5,5,5,5,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,3,3,3,4,3,3,3,2,300,1,1,0,0,0,0,0,0,0,223.6666667,0,0,,
4215,1134,1,4,2,2,4,4,5,5,4,3,4,3,4,3,5,4,4,4,4,3,3,4,3,4,4,4,3,3,3,3,4,5,2,1,3,4,4,4,4,4,3,5,3,3,4,3,5,4,5,4,5,3,5,5,5,5,400,1,1,0,0,0,0,0,0,0,188.6666667,0,0,,
4216,1134,1,4,2,2,4,4,3,4,3,5,4,5,5,3,5,5,4,5,5,3,4,3,4,3,3,4,4,3,4,3,2,5,4,3,4,4,3,5,5,5,5,5,5,5,5,5,4,1,1,1,1,5,4,4,3,1,300,2,0,1,0,0,0,0,0,0,180.6666667,0,0,,
4217,1134,2,4,2,2,4,4,3,4,4,4,4,3,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,2,4,3,3,4,3,3,4,4,3,2,150,1,1,0,0,0,0,0,0,0,211,0,0,,
